MID	Title	altTitles	composer	composer_uri	lyricist	lyricist_uri	arranger	arranger_uri	Editors	Photographers	Illustrators	Publisher	PublisherLocationTest	CopyrightDate	language	text	notes	Donor	Distributor		subjects	CallNumber	PlateNumber	Series	CollectionSource	LargerWork	Keywords	Original_Notes	zImagePath	MidiPath	zNumberOfPages	TitleSearchHits	Incomplete	Jess_Notes
1312	Lost (a wonderful girl)		"Hanley, James F. (James Frederick), 1892-1942"	http://id.loc.gov/authorities/names/n85262641	"Davis, Benny, 1895-1979"	http://id.loc.gov/authorities/names/no95052608					Wohlman Studios	"Shapiro, Bernstein and Company"	"New York, NY"	1922	English	First line of text|Oh! Mister Newspaperman please help me out if you can. :: First line of chorus|Lost a wonderful girl.	"For voice and piano.|Cover portrait of Aileen Stanley.|""Introduced by Aileen Stanley.""|Cover illustration by Wohlman Studios."	Laurence Conger			Separation (Psychology)--Songs and music|Popular music--United States--1921-1930|Songs with piano	Sheet music 853						"For voice and piano.<BR>First line of text: Oh! Mister Newspaperman please help me out if you can.<BR>First line of chorus: Lost a wonderful girl.<BR>Cover portrait of Aileen Stanley.<BR>""Introduced by Aileen Stanley.""<BR>Cover illustration by Wohlman Studios."			0	108	N	
1314	April in Portugal		"Ferrao, Raul"	http://id.loc.gov/authorities/names/nb2001020078	"Kennedy, Jimmy"	http://id.loc.gov/authorities/names/n81138356						Chappell and Company	"New York, NY"	1953	French|English	First line of text|I found my April dream in Portugal with you.	For voice and piano.|Includes French lyrics.|French words by Jaques Larue.|Cover portrait: Vic Damone.|On cover: As featured by Vic Damone.	Laurence Conger				Sheet music 855					spring	"For voice and piano.<br>Includes French lyrics.<br>French words by Jaques Larue.<br>First line of text: I found my April dream in Portugal with you.<br>Cover portrait: Vic Damone.<br>On cover: As featured by Vic Damone.<br>"			0	72	N	NO SUBJECTS?
					"Galhardo, Jose"	http://id.loc.gov/authorities/names/no2011123637																												
1320	Where the lazy Mississippi flows (lazy Mississippi)	Alternate title|Lazy Mississippi.	"De Freyne, Rollo"	http://id.loc.gov/authorities/names/nr2006028825	"Ffrench, Alexis"	http://id.loc.gov/authorities/names/no2011122350						Chappell-Harms	"New York, NY"	1921	English	First line of text|Nights I'm always dreaming. :: First line of chorus|Where the lazy Mississippi flows into the sea.	For voice and piano.|Alternate title: Lazy Mississippi.|Plate number: 7368-4.	Laurence Conger				Sheet music Large 8					river	"Plate number: 7368-4.<br>For voice and piano.<br>Alternate title: Lazy Mississippi.<br>First line of text: Nights I'm always dreaming.<br>First line of chorus: Where the lazy Mississippi flows into the sea.<br>"			0	104	N	NO SUBJECTS?
1328	"Potatoes are cheaper - tomatoes are cheaper, now's the time to fall in love"		"Sherman, Al, 1897-1973"	http://id.loc.gov/authorities/names/no2003025564	"Sherman, Al"	http://id.loc.gov/authorities/names/no2003025564						"De Sylva, Brown and Henderson"	"New York, NY"	1931	English	"First line of text|You can live as cheap as one that used to be a fake. :: First line of chorus|Potatoes are cheaper, tomatoes are cheaper."	"For voice and piano.|Special sample copy.|Includes sheetmusic for the song ""Where the blue of the night meets the gold of the day."""	Laurence Conger				Sheet music 867						"For voice and piano.<br>Special sample copy.<br>Includes sheetmusic for the song ""Where the blue of the night meets the gold of the day.""<br>First line of text: You can live as cheap as one that used to be a fake.<br>First line of chorus: Potatoes are cheaper, tomatoes are cheaper.<br>"			0	161	N	NO SUBJECTS?
			"Lewis, Al, 1901-1967"	http://id.loc.gov/authorities/names/no90011011	"Lewis, Al"	http://id.loc.gov/authorities/names/no90011011																												
1330	Beer barrel polka	Alternate title|Roll out the barrel.	"Brown, Lew, 1893-1958"	http://id.loc.gov/authorities/names/no90010584	"Brown, Lew"	http://id.loc.gov/authorities/names/no90010584						"Shapiro, Bernstein and Company"	"New York, NY"	1939	English	"First line of text|There's a garden, what a garden. :: First line of chorus|Roll out the barrel."	For voice and piano.|Alternate title: Roll out the barrel.|Cover portrait: Al Donahue.	Laurence Conger				Sheet music 868						"For voice and piano.<br>Alternate title: Roll out the barrel.<br>First line of text: There's a garden, what a garden.<br>First line of chorus: Roll out the barrel.<br>Cover portrait: Al Donahue.<br>"			0	113	N	NO SUBJECTS?
			"Timm, Wladimir A."	http://id.loc.gov/authorities/names/no2007104405	"Timm, Wladimir A."	http://id.loc.gov/authorities/names/no2007104405																												
			"Vejvoda, Jaromir, 1902-"	http://id.loc.gov/authorities/names/nr90026517	"Vejvoda, Jaromir"	http://id.loc.gov/authorities/names/nr90026517																												
1333	"On the Atchison, Topeka and the Santa Fe"		"Warren, Harry, 1893-1981"	http://id.loc.gov/authorities/names/n81048007	"Mercer, Johnny, 1909-"	http://id.loc.gov/authorities/names/n82078485						Leo Feist	"New York, NY"	1945	English	First line of text|Do yuh hear that whistle down the line?	"For voice and piano|""Sung by Judy Garland and Ensemble"""	Laurence Conger				Sheet music 871				The Harvey Girls	trains	"For voice and piano<br>First line of text: Do yuh hear that whistle down the line?<br>""Sung by Judy Garland and Ensemble""<br>"			0	75	N	NO SUBJECTS?
1340	Moonlight serenade		"Miller, Glenn, 1904-1944"	http://id.loc.gov/authorities/names/n50033672	"Parish, Mitchell"	http://id.loc.gov/authorities/names/n90602103						Robbins Music	"New York, NY"	1939	English	First line of text|I stand at your gate and the song that I sing is of moonlight.	For voice and piano.|Cover portrait: Glenn Miller.|Cover signed by Glenn Miller.|Plate number: 1848-3.	Laurence Conger				Sheet music 878						"For voice and piano.<br>Plate number: 1848-3.<br>First line of text: I stand at your gate and the song that I sing is of moonlight.<br>Cover portrait: Glenn Miller.<br>Cover signed by Glenn Miller.<br>"			0	130	N	NO SUBJECTS?
1342	The Lord's prayer		"Malotte, Albert Hay, 1895-1964"	http://id.loc.gov/authorities/names/no90021497								G. Schirmer	"New York, NY"	1943			Piano solo.|Transcribed for piano by Carl Deis from the original setting for voice and piano.|Plate number: 40267					Sheet music 363						"Piano solo.<br>Transcribed for piano by Carl Deis from the original setting for voice and piano.<br>Plate number: 40267"			0	65	N	NO SUBJECTS?
1386	Allegro (from Toccata in G major)		"Bach, Johann Sebastian 1685-1750"	http://id.loc.gov/authorities/names/n79021425			"Spencer, Allen"					Clayton F. Summy	"New York, NY"	19--			Piano solo.|Plate number: C.F.S.Co.995					Sheet music Large 5		Johann Sebastian Bach: Selected Compositions for Piano Solo				"Piano solo.<br>Plate number: C.F.S.Co.995<br>"			0	380	N	NO SUBJECTS?
1226	Ain't misbehavin' : I'm savin' my love for you		"Waller, Thomas (Waller, Fats) 1904-1943"	http://id.loc.gov/authorities/names/n50024199	"Razaf, Andy, 1895-1973"	http://id.loc.gov/authorities/names/n87121589						Mills Music	"New York, NY"	1929	English	First line of text|Tho it's a fickle age. :: First line of chorus|No one to talk with all by myself.	Cover title.|For voice and piano; includes ukulele chord diagrams.	Fred and Betsy Miller			Revues--Excerpts--Vocal scores with piano|Songs with piano	CSAM 49			CSAM	Connie's hot chocolates		"For voice and piano; includes ukulele chord diagrams.<br>Cover title.<br>First line of text: Tho it's a fickle age.<br>First line of chorus: No one to talk with  all by myself."	1226_1.jpg		4	238	N	
			"Brooks, Harry, 1895-1970"	http://id.loc.gov/authorities/names/n87121594																														
1325	Does your mother know you're out Cecilia	Alternate title|Cecilia	"Dreyer, Dave, b. 1894"	http://id.loc.gov/authorities/names/no89003979	"Ruby, Herman, 1891-1959"	http://id.loc.gov/authorities/names/no89004013						A B C Music	New York	1925	English	"First line of text|Little Miss Cecilia Green, :: First line of chorus|Does your mother know you're out Cecilia?"	For voice and piano|Alternate title: Cecilia	Laurence Conger				Sheet music 523					flappers	"For voice and piano<br>First line of text: Little Miss Cecilia Green,<br>First line of chorus: Does your mother know you're out Cecilia?<br>Alternate title: Cecilia<br>"	1325_1.jpg		5	110	N	NO SUBJECTS?
1344	Let us break bread together on our knees : communion hymn						"Lawrence, William"	http://id.loc.gov/authorities/names/no2010048969				McLaughlin and Reilly	"Boston, MA"	1945	English	First line of text|Let us break bread together on our knees.	For voice and piano.|Plate number: 1418	Fred and Betsy Miller				CSAM 23			CSAM			"For voice and piano.<br>First line of text: Let us break bread together on our knees.<br>Plate number: 1418<br>"			0	104	N	NO SUBJECTS?
1363	"Ave Maria : op. 25, no. 6"		"Bruch, Max, 1838-1920"	http://id.loc.gov/authorities/names/n81125409								Associated Music	"New York, NY"	19--	English|German		"For voice and piano.|For high voice.|Adapted from Sir Walter Scott's ""The Lady of the Lake"".|In English and German.|Plate number: 12873."	Dr. Donald Gray				Sheet music 891				The Fiery Cross		"For voice and piano.<br>Adapted from Sir Walter Scott's ""The Lady of the Lake"".<br>For high voice.<br>In English and German.<br>Plate number: 12873.<br>"			0	204	N	NO SUBJECTS?
1230	Down among the sugar cane		"Mack, Cecil, 1883-1944"	http://id.loc.gov/authorities/names/no95030839	"Avery, Dan."	http://id.loc.gov/authorities/names/n95098591					"Pfeiffer, E. H."	Gotham-Attucks Music	"New York, NY"	1908	English	First line of text|Down in Lou'siana where the sugarcane grows. :: First line of chorus|Can't you see the night am falling?	Caption title.|For voice and piano.|As sung by: Clara Morton.	Fred and Betsy Miller			Songs with piano|Popular music--1901-1910	CSAM 56			CSAM			"For voice and piano.<br>Caption title.<br>As sung by: Clara Morton.<br>First line of text: Down in Lou'siana where the sugarcane grows.<br>First line of chorus: Can't you see the night am falling?"	1230_1.jpg		4	738	N	
			"Smith, Chris"	http://id.loc.gov/authorities/names/n91055797	"Hart, Charles"	http://id.loc.gov/authorities/names/n84077704																												
1256	The champagne waltz		"Conrad, Con, 1891-1938"	http://id.loc.gov/authorities/names/no89003976	"Conrad, Con"	http://id.loc.gov/authorities/names/no89003976						Famous Music	New York	1934	English	"First line of text|Something seems to fill me, something seems to thrill me."	"For voice and piano.|Cover portrait: Arthur Murray, creator of the dance Champagne Waltz."	Laurence Conger				Sheet music 801						"For voice and piano.<br>First line of text: Something seems to fill me, something seems to thrill me.<br>Cover portrait: Arthur Murray, creator of the dance Champagne Waltz.<br>"			0	84	N	NO SUBJECTS?
			"Oakland, Ben, 1907-1979"	http://id.loc.gov/authorities/names/n87847033	"Oakland, Ben"	http://id.loc.gov/authorities/names/n87847033																												
			"Drake, Milton, 1916-"	http://id.loc.gov/authorities/names/n87847199	"Drake, Milton"	http://id.loc.gov/authorities/names/n87847199																												
1268	Now it's up to you	Alternate title|Waltz song: Now it's up to you.	Gray-Lhevinne	http://id.loc.gov/authorities/names/no2009121072	Gray-Lhevinne	http://id.loc.gov/authorities/names/no2009121072						Gray-Lhevinne International		1919	English	First line of text|Over the hills the evening star I see.	For voice and piano.|Alternate title: Waltz song: Now it's up to you.|11th Edition; special souvenir issue.	Laurence Conger				Sheet music 812						"For voice and piano.<br>Alternate title: Waltz song: Now it's up to you.<br>11th Edition; special souvenir issue.<br>First line of text: Over the hills the evening star I see.<br>"			0	80	N	NO SUBJECTS?
1275	The brat	Alternate title|The Brat; No wonder all the world's in love with you.	"Snyder, Ted, 1881-1965"	http://id.loc.gov/authorities/names/no91011476	"Smith, Harry B. (Harry Bache), 1860-1936"	http://id.loc.gov/authorities/names/n82051119					F. S. M.	"Waterson, Berlin, and Snyder"	"New York, NY"	1919	English	First line of text|You're so different from the girls I know. :: First line of chorus|You're just a little brat who wins all hearts.	"For voice and piano.|Alternate title: The Brat; No wonder all the world's in love with you.|Inspired by the motion picture production ""The Brat"" presented by Richard A. Rowland and Maxwell Karger.|Pl. no.: 981-2."	Laurence Conger			Deviant behavior--Songs and music|Love songs|Popular music--United States--1911-1920|Songs with piano	Sheet music 821						"For voice and piano.<BR>First line of text: You're so different from the girls I know.<BR>First line of chorus: You're just a little brat who wins all hearts.<BR>Alternate title: The Brat; No wonder all the world's in love with you.<BR>Pl. no.: 981-2.<BR>Inspired by the motion picture production ""The Brat"" presented by Richard A. Rowland and Maxwell Karger."			0	90	N	
1290	The lady in red		"Wrubel, Allie, 1905-1973"	http://id.loc.gov/authorities/names/n88132373	"Dixon, Mort"	http://id.loc.gov/authorities/names/n88132362						Remick Music	"New York, NY"	1935	English	First line of text|Say! Have you ever met the girl who's the toast of the town?	For voice and piano.	Laurence Conger				Sheet music 832				In Caliente	Dolores Del Rio; Pat O'Brien; Leo Carillo; Edward Everett Horton; Glenda Farrell; Lloyd Bacon	"For voice and piano.<br>First line of text: Say! Have you ever met the girl who's the toast of the town?<br>"			0	117	N	NO SUBJECTS?
1291	In the chapel in the moonlight		"Hill, Billy, 1899-1940"	http://id.loc.gov/authorities/names/no89004667	"Hill, Billy, 1899-1940"	http://id.loc.gov/authorities/names/no89004667						"Shapiro, Bernstein and Company"	"New York, NY"	1936	English	First line of text|There's a little old church that's covered with moss. :: First line of chorus|How I'd love to hear the organ in the chapel in the moonlight.	"For voice and piano, includes chord diagrams for guitar."	Laurence Conger				Sheet music 833					church	"For voice and piano, includes chord diagrams for guitar.<br>First line of text: There's a little old church that's covered with moss.<br>First line of chorus: How I'd love to hear the organ in the chapel in the moonlight.<br>"			0	101	N	NO SUBJECTS?
1300	The Darktown strutter's ball		"Brooks, Shelton, 1886-1975"	http://id.loc.gov/authorities/names/n93003806	"Brooks, Shelton, 1886-1975"	http://id.loc.gov/authorities/names/n93003806						Leo. Feist	"New York, NY"	1945	English	"First line of text|I've got some good news, honey. :: First line of chorus|I'll be down to get you in a taxi, honey."	For voice and piano.|Plate number: 7325-3.	Laurence Conger				Sheet music 850						"For voice and piano.<br>First line of text: I've got some good news, honey.<br>First line of chorus: I'll be down to get you in a taxi, honey.<br>Plate number: 7325-3.<br>"			0	143	N	NO SUBJECTS?
1304	By the river Sainte Marie	Alternate title|By the River Sainte Marie: a Canadian love song.	"Warren, Harry, 1893-1981"	http://id.loc.gov/authorities/names/n81048007	"Leslie, Edgar"	http://id.loc.gov/authorities/names/n81046662						Robbins Music	"New York, NY"	1931	French|English	First line of text|Across the foam and far from home. :: First line of chorus|I left her by the river Sainte Marie.	For voice and piano.|Alternate title: By the River Sainte Marie: a Canadian love song.|Includes French lyrics.|Plate number: 744-3.	Laurence Conger				Sheet music 852					Canada	"For voice and piano.<br>Alternate title: By the River Sainte Marie: a Canadian love song.<br>Includes French lyrics.<br>Plate number: 744-3.<br>First line of text: Across the foam and far from home.<br>First line of chorus: I left her by the river Sainte Marie.<br>"			0	68	N	NO SUBJECTS?
